id,runelite_const,comment
0,Quest.ID,
0,Quest.COL_ID,integer
0,Row.QUEST_ANIMALMAGNETISM,
0,CrModule.COL_DISPLAYNAME,string
0,CluehelperCluetype.COL_NAME,string
0,CluehelperClueAnagram.COL_ID,integer
0,CluehelperClueMap.COL_ID,integer
0,CluehelperClueCipher.COL_ID,integer
0,CluehelperClueCoordinate.COL_ID,integer
0,CluehelperClueCryptic.COL_ID,integer
0,CluehelperClueEmote.COL_ID,integer
0,CluehelperClueFairyring.COL_ID,integer
0,CluehelperClueFalobard.COL_ID,integer
0,CluehelperClueHotcold.COL_ID,integer
0,CluehelperClueMusic.COL_ID,integer
0,CluehelperClueSkillchallenge.COL_ID,integer
0,CluehelperTargetNpc.COL_NPC,npc
0,CluehelperTargetLoc.COL_LOC,loc
0,CluehelperTargetCoord.COL_COORD,coordgrid
0,CluehelperTargetKey.COL_LOC,loc
0,CluehelperTargetKill.COL_NPCS,npc
0,CluehelperRequirementObj.COL_DESCRIPTION,string
0,CluehelperRequirementObjParamTrailItem.COL_DESCRIPTION,string
0,CluehelperRequirementQuest.COL_DESCRIPTION,string
0,CluehelperRequirementStat.COL_STAT,stat
0,CluehelperChallengeQuestion.COL_QUESTION,"(string, integer)"
0,CluehelperChallengeBox.COL_DESCRIPTION,string
0,CluehelperCombatEncounter.COL_DESCRIPTION,string
0,CluehelperOutfit.COL_DESCRIPTION,string
0,FswInfoFreshTable.COL_INFO,"(string, string, string)"
0,FswInfoNormalTable.COL_INFO,"(string, string, string)"
0,FswPointsInfoTable.COL_INFO,"(graphic, integer, integer, integer, string, string, string)"
0,FswPointsBossInfoTable.COL_INFO,"(graphic, string, integer)"
0,ItemTransmog.COL_GROUP,integer
0,CombinationLockDataset.COL_MIN_LENGTH,integer
0,CombinationLockValues.COL_STRING_VALUE,string
0,HairStyles.COL_NAME,string
0,FacialHairStyles.COL_NAME,string
0,OmnishopShopData.COL_OMNISHOP_SHOP_NAME,string
0,OmnishopStockData.COL_OMNISHOP_STOCK_OBJ,namedobj
0,OmnishopCurrencyData.COL_OMNISHOP_CURRENCY_OBJ,namedobj
0,Music.COL_SORTNAME,string
0,Speedrun.COL_QUEST,dbrow
0,ClanSettingOptionsList.COL_CLAN_SETTING_TITLE,string
0,Quetzal.COL_ID,integer
0,TorsoStyles.COL_NAME,string
0,SleeveStyles.COL_NAME,string
0,LeggingStyles.COL_NAME,string
0,ShoeStyles.COL_NAME,string
0,HandStyles.COL_NAME,string
0,PendantOfAtesTeleports.COL_ID,integer
0,DynamicBuildersDemoSets.COL_BUTTON_STYLES,"(struct, integer, integer, string, boolean)"
0,PrepotDeviceLoadoutUi.COL_LOADOUT_ID,integer
0,CombatInterfaceWeaponCategory.COL_ID,integer
0,HiscoresSkillInfo.COL_SKILLNAME,string
0,HiscoresActivityInfo.COL_ACTIVITYVARP,varp
0,HiscoresBossesInfo.COL_BOSSNAME,string
0,RegionData.COL_REGION_ID,integer
0,ToggleListInterface.COL_TITLE,string
0,LeaguesEchoBosses.COL_ECHO_ORB_DROPRATE,integer
0,Synth.COL_NAME,string
0,Fairyring.COL_ID,integer
0,Multirunes.COL_BASE_RUNE,obj
0,Jigsaw.COL_PIECE,"(model, integer, integer)"
0,GreenmanMask.COL_MASK_OBJECT,namedobj
0,Furniture.COL_MODEL_OBJ,obj
0,PohRoom.COL_NAME,string
0,PohHotspot.COL_BUILDDATA,dbrow
0,SlayerTask.COL_ID,integer
0,SlayerMasterTask.COL_MASTER_ID,integer
0,SlayerArea.COL_AREA_ID,integer
0,SlayerTaskSublist.COL_SUBTABLE_ID,integer
0,SlayerUnlock.COL_BIT,integer
0,Action.COL_ACTION_NAME,string
0,BingoEvents.COL_GRID,dbrow
0,BingoGrids.COL_GRID_LAYOUT,integer
0,RewardSelection.COL_REWARD,dbrow
0,Reward.COL_NAME,string
0,TeleportGeneric.COL_NAME,string
0,PollFilters.COL_CATEGORY,boolean
0,UiHighlightingFxPulse.COL_TRANSPARENCY_RANGE,"(integer, integer)"
0,UiHighlightingStyleBorder.COL_WIDTH,integer
0,MusicAreaGroup.COL_AREA,integer
0,Amenity.COL_PRINT_NAME,string
0,NpcContact.COL_ID,integer
0,SlayerModifiers.COL_ID,integer
0,FletchingBlowpipeCrafting.COL_LEVEL_REQUIRED,integer
0,BoatLocationSpriteData.COL_LOCATION,integer
0,BoatFacilitiesDefaultSpriteData.COL_FACILITY_SUBTYPE,integer
0,BoatSelectionType.COL_TYPE,integer
0,SailingChartingCore.COL_UNIQUE_ID,integer
0,SailingChartingGeneric.COL_SAILING_CHARTING_CORE,dbrow
0,SailingChartingSpyglass.COL_SAILING_CHARTING_CORE,dbrow
0,SailingChartingCurrentDuck.COL_SAILING_CHARTING_CORE,dbrow
0,SailingChartingDrinkCrate.COL_SAILING_CHARTING_CORE,dbrow
0,SailingChartingWeatherTroll.COL_SAILING_CHARTING_CORE,dbrow
0,SailingChartingMermaidGuide.COL_SAILING_CHARTING_CORE,dbrow
0,SailingChartingToolRecovery.COL_NAME,string
